DiM,진화 전,진화 후,세대,속성,바이탈,PP/트로피,배틀수,승률,진화시간
아구몬 EX,아르고몬,메탈그레이몬,완전체,백신,1200,5,-,-,36시간
아구몬 EX,그레이몬,메탈티라노몬,완전체,바이러스,2500,10,-,-,36시간
아구몬 EX,아르고몬,메탈티라노몬,완전체,바이러스,2500,10,-,-,36시간
아구몬 EX,그레이몬,스콜피오몬,완전체,데이터,2500,10,-,-,36시간
아구몬 EX,실러컨몬,스콜피오몬,완전체,데이터,2500,10,-,-,36시간
아구몬 EX,실러컨몬,안드로몬,완전체,백신,3000,12,-,-,36시간
아구몬 EX,우가몬,안드로몬,완전체,백신,3000,12,-,-,36시간
아구몬 EX,아르고몬,콩알몬,완전체,데이터,2500,10,-,-,36시간
아구몬 EX,우가몬,콩알몬,완전체,데이터,2500,10,-,-,36시간
아구몬 EX,콩알몬,단데블몬,궁극체,바이러스,7000,20,-,-,48시간
아구몬 EX,네오데블몬,단데블몬,궁극체,바이러스,7000,20,-,-,48시간
아구몬 EX,안드로몬,단데블몬,궁극체,바이러스,7000,20,-,-,48시간
아구몬 EX,메탈그레이몬,블리츠그레이몬,궁극체,바이러스,4500,15,-,-,48시간
아구몬 EX,콩알몬,블리츠그레이몬,궁극체,바이러스,4500,15,-,-,48시간
아구몬 EX,네오데블몬,블리츠그레이몬,궁극체,바이러스,4500,15,-,-,48시간
아구몬 EX,스콜피오몬,블리츠그레이몬,궁극체,바이러스,4500,15,-,-,48시간
아구몬 EX,메탈티라노몬,블리츠그레이몬,궁극체,바이러스,4500,15,-,-,48시간
아구몬 EX,메탈그레이몬,워그레이몬,궁극체,백신,5000,10,-,-,48시간
아구몬 EX,스콜피오몬,워그레이몬,궁극체,백신,5000,10,-,-,48시간
아구몬 EX,메탈티라노몬,워그레이몬,궁극체,백신,5000,10,-,-,48시간
아구몬 EX,안드로몬,워그레이몬,궁극체,백신,5000,10,-,-,48시간
아구몬 EX,블리츠그레이몬,오메가몬 alter-S,초궁극체,바이러스,8000,30,-,-,-
아구몬 EX,깜몬 알,깜몬,유년기 I,-,,,-,-,1시간
아구몬 EX,오메가몬 alter-S,오메가몬 alter-B,초궁극체II,바이러스,8000,30,-,-,-
아구몬 EX,오메가몬,오메가몬(X항체),초궁극체II,백신,8000,30,-,-,-
아구몬 EX,깜몬,코로몬,유년기 II,-,,,-,-,1시간
에인션트 워리어즈(브이몬),꼬마몬,브이몬,성장기,프리,,,-,-,1시간
에인션트 워리어즈(브이몬),브이몬,번개드라몬,성숙기,프리,0,0,-,-,24시간
에인션트 워리어즈(브이몬),브이몬,브이드라몬,성숙기,백신,1200,8,-,-,24시간
에인션트 워리어즈(브이몬),브이몬,엑스브이몬,성숙기,프리,800,5,-,-,24시간
에인션트 워리어즈(브이몬),브이몬,화염드라몬,성숙기,프리,500,3,-,-,24시간
에인션트 워리어즈(브이몬),엑스브이몬,골드브이드라몬,완전체,백신,2000,6,-,-,36시간
에인션트 워리어즈(브이몬),브이드라몬,골드브이드라몬,완전체,백신,2000,6,-,-,36시간
에인션트 워리어즈(브이몬),브이몬,골드브이드라몬,완전체,백신,2000,6,-,-,36시간
에인션트 워리어즈(브이몬),번개드라몬,디지타몬,완전체,데이터,2000,6,-,-,36시간
에인션트 워리어즈(브이몬),화염드라몬,디지타몬,완전체,데이터,2000,6,-,-,36시간
에인션트 워리어즈(브이몬),번개드라몬,사수몬,완전체,프리,2500,10,-,-,36시간
에인션트 워리어즈(브이몬),화염드라몬,사수몬,완전체,프리,2500,10,-,-,36시간
에인션트 워리어즈(브이몬),브이드라몬,사수몬,완전체,프리,2500,10,-,-,36시간
에인션트 워리어즈(브이몬),브이몬,사수몬,완전체,프리,2500,10,-,-,36시간
에인션트 워리어즈(브이몬),브이드라몬,에어로브이드라몬,완전체,백신,3000,12,-,-,36시간
에인션트 워리어즈(브이몬),엑스브이몬,파일드라몬,완전체,프리,3000,12,-,-,36시간
에인션트 워리어즈(브이몬),디지타몬,매그너몬,궁극체,프리,4500,10,-,-,48시간
에인션트 워리어즈(브이몬),골드브이드라몬,매그너몬,궁극체,프리,4500,10,-,-,48시간
에인션트 워리어즈(브이몬),사수몬,매그너몬,궁극체,프리,4500,10,-,-,48시간
에인션트 워리어즈(브이몬),브이몬,매그너몬,궁극체,프리,4500,10,-,-,48시간
에인션트 워리어즈(브이몬),디지타몬,알포스브이드라몬,궁극체,백신,5000,20,-,-,48시간
에인션트 워리어즈(브이몬),에어로브이드라몬,알포스브이드라몬,궁극체,백신,5000,20,-,-,48시간
에인션트 워리어즈(브이몬),사수몬,알포스브이드라몬,궁극체,백신,5000,20,-,-,48시간
에인션트 워리어즈(브이몬),파일드라몬,황제드라몬: 드래곤 모드,궁극체,프리,4500,15,-,-,48시간
에인션트 워리어즈(브이몬),매그너몬,매그너몬(X항체),초궁극체,백신,8000,30,-,-,-
에인션트 워리어즈(브이몬),알포스브이드라몬,알포스브이드라몬(X항체),초궁극체,백신,8000,30,-,-,-
에인션트 워리어즈(브이몬),황제드라몬: 드래곤 모드,황제드라몬: 파이터 모드,초궁극체,프리,7000,25,-,-,3시간
에인션트 워리어즈(브이몬),치코몬,꼬마몬,유년기 II,백신,,,-,-,1시간
에인션트 워리어즈(브이몬),치코몬 알,치코몬,유년기 I,백신,,,-,-,1시간
에인션트 워리어즈(브이몬),황제드라몬: 파이터 모드,황제드라몬: 팔라딘 모드,초궁극체II,백신,8000,30,-,-,-
즈바몬🚧,사쿳토몬,즈바몬,성장기,백신,,,-,-,1시간
즈바몬🚧,사쿳토몬,헉몬,성장기,데이터,,,-,-,1시간
즈바몬🚧,헉몬,바오헉몬,성숙기,데이터,1300,10,-,-,24시간
즈바몬🚧,즈바몬,스타몬,성숙기,데이터,900,8,-,-,24시간
즈바몬🚧,헉몬,스타몬,성숙기,데이터,900,8,-,-,24시간
즈바몬🚧,즈바몬,스파이더몬,성숙기,바이러스,,,-,-,24시간
즈바몬🚧,헉몬,스파이더몬,성숙기,바이러스,,,-,-,24시간
즈바몬🚧,즈바몬,즈바이거몬,성숙기,백신,1300,10,-,-,24시간
즈바몬🚧,스파이더몬,다크슈퍼스타몬,완전체,바이러스,,,-,-,불명
즈바몬🚧,바오헉몬,다크슈퍼스타몬,완전체,바이러스,,,-,-,불명
즈바몬🚧,즈바이거몬,듀라몬,완전체,백신,3000,20,-,-,36시간
즈바몬🚧,스타몬,듀라몬,완전체,백신,3000,20,-,-,36시간
즈바몬🚧,스타몬,세이버헉몬,완전체,데이터,3000,12,-,-,36시간
즈바몬🚧,바오헉몬,세이버헉몬,완전체,데이터,3000,12,-,-,36시간
즈바몬🚧,즈바이거몬,슈퍼스타몬,완전체,데이터,2500,10,-,-,36시간
즈바몬🚧,스파이더몬,슈퍼스타몬,완전체,데이터,2500,10,-,-,36시간
즈바몬🚧,스타몬,퍼펫몬,완전체,백신,,,-,-,불명
즈바몬🚧,스파이더몬,퍼펫몬,완전체,백신,,,-,-,불명
즈바몬🚧,듀라몬,듀란다몬,궁극체,백신,5000,20,-,-,48시간
즈바몬🚧,세이버헉몬,듀란다몬,궁극체,백신,5000,20,-,-,48시간
즈바몬🚧,슈퍼스타몬,신퍼펫몬,궁극체,백신,,,-,-,불명
즈바몬🚧,퍼펫몬,신퍼펫몬,궁극체,백신,,,-,-,불명
즈바몬🚧,다크슈퍼스타몬,신퍼펫몬,궁극체,백신,,,-,-,불명
즈바몬🚧,듀라몬,제스몬,궁극체,데이터,7000,20,-,-,48시간
즈바몬🚧,세이버헉몬,제스몬,궁극체,데이터,7000,20,-,-,48시간
즈바몬🚧,듀란다몬,라그나로드몬,초궁극체,바이러스,8000,30,-,-,-
즈바몬🚧,사쿠몬 알,사쿠몬,유년기 I,백신,,,-,-,1시간
즈바몬🚧,사쿠몬,사쿳토몬,유년기 II,백신,,,-,-,1시간
파피몬 EX,뿔몬,파피몬,성장기,데이터,,,-,-,1시간
파피몬 EX,파피몬,가루몬,성숙기,백신,1200,5,-,-,24시간
파피몬 EX,파피몬,고릴라몬,성숙기,데이터,0,0,-,-,24시간
파피몬 EX,파피몬,스파이더몬,성숙기,바이러스,,,-,-,24시간
파피몬 EX,파피몬,아르고몬,성숙기,바이러스,800,5,-,-,24시간
파피몬 EX,가루몬,데블시드라몬,완전체,백신,2000,6,-,-,36시간
파피몬 EX,아르고몬,데블시드라몬,완전체,백신,2000,6,-,-,36시간
파피몬 EX,가루몬,밸브몬,완전체,데이터,2500,10,-,-,36시간
파피몬 EX,고릴라몬,밸브몬,완전체,데이터,2500,10,-,-,36시간
파피몬 EX,아르고몬,빅콩알몬,완전체,데이터,2500,10,-,-,36시간
파피몬 EX,스파이더몬,빅콩알몬,완전체,데이터,2500,10,-,-,36시간
파피몬 EX,고릴라몬,오로치몬,완전체,바이러스,2000,6,-,-,36시간
파피몬 EX,패롯몬,오로치몬,완전체,바이러스,2000,6,-,-,36시간
파피몬 EX,스파이더몬,오로치몬,완전체,바이러스,2000,6,-,-,36시간
파피몬 EX,가루몬,워가루몬,완전체,백신,3000,12,-,-,36시간
파피몬 EX,아르고몬,워가루몬,완전체,백신,3000,12,-,-,36시간
파피몬 EX,고릴라몬,패롯몬,완전체,백신,3000,12,-,-,36시간
파피몬 EX,스파이더몬,패롯몬,완전체,백신,3000,12,-,-,36시간
파피몬 EX,패롯몬,니즈헤그몬,궁극체,바이러스,7000,15,-,-,48시간
파피몬 EX,오로치몬,니즈헤그몬,궁극체,바이러스,7000,15,-,-,48시간
파피몬 EX,빅콩알몬,니즈헤그몬,궁극체,바이러스,7000,15,-,-,48시간
파피몬 EX,워가루몬,메탈가루몬,궁극체,데이터,5000,20,-,-,48시간
파피몬 EX,밸브몬,메탈가루몬,궁극체,데이터,5000,20,-,-,48시간
파피몬 EX,데블시드라몬,메탈가루몬,궁극체,데이터,5000,20,-,-,48시간
파피몬 EX,패롯몬,메탈가루몬,궁극체,데이터,5000,20,-,-,48시간
파피몬 EX,워가루몬,크레스가루몬,궁극체,데이터,4500,15,-,-,48시간
파피몬 EX,밸브몬,크레스가루몬,궁극체,데이터,4500,15,-,-,48시간
파피몬 EX,데블시드라몬,크레스가루몬,궁극체,데이터,4500,15,-,-,48시간
파피몬 EX,오로치몬,크레스가루몬,궁극체,데이터,4500,15,-,-,48시간
파피몬 EX,빅콩알몬,크레스가루몬,궁극체,데이터,4500,15,-,-,48시간
파피몬 EX,크레스가루몬,오메가몬 alter-S,초궁극체,바이러스,8000,30,-,-,-
파피몬 EX,푸니몬,뿔몬,유년기 II,-,,,-,-,1시간
파피몬 EX,오메가몬 alter-S,오메가몬 Alter-B,초궁극체II,바이러스,8000,30,-,-,-
파피몬 EX,푸니몬 알,푸니몬,유년기 I,-,,,-,-,1시간
"파피몬 EX, 아구몬 EX",메탈가루몬,오메가몬,초궁극체,백신,8000,30,-,-,-
"파피몬 EX, 아구몬 EX",워그레이몬,오메가몬,초궁극체,백신,8000,30,-,-,-
프라이미벌 워리어즈(추추몬)🚧,데롱몬,추추몬,성장기,프리,,,-,-,1시간
프라이미벌 워리어즈(추추몬)🚧,추추몬,고키몬,성숙기,바이러스,,,-,-,24시간
프라이미벌 워리어즈(추추몬)🚧,추추몬,샤드라몬,성숙기,프리,900,8,-,-,24시간
프라이미벌 워리어즈(추추몬)🚧,추추몬,스팅몬,성숙기,프리,1300,10,-,-,24시간
프라이미벌 워리어즈(추추몬)🚧,추추몬,후디에몬,성숙기,프리,600,5,-,-,24시간
프라이미벌 워리어즈(추추몬)🚧,스팅몬,다이노몬,완전체,프리,2500,10,-,-,36시간
프라이미벌 워리어즈(추추몬)🚧,스팅몬,주엘비몬,완전체,백신,2500,10,-,-,36시간
프라이미벌 워리어즈(추추몬)🚧,후디에몬,주엘비몬,완전체,백신,2500,10,-,-,36시간
프라이미벌 워리어즈(추추몬)🚧,샤드라몬,콩고몬,완전체,프리,,,-,-,36시간
프라이미벌 워리어즈(추추몬)🚧,추추몬,콩고몬,완전체,프리,,,-,-,36시간
프라이미벌 워리어즈(추추몬)🚧,고키몬,콩고몬,완전체,프리,,,-,-,36시간
프라이미벌 워리어즈(추추몬)🚧,추추몬,푸치몬,완전체,프리,,,-,-,36시간
프라이미벌 워리어즈(추추몬)🚧,샤드라몬,푸치몬,완전체,프리,,,-,-,36시간
프라이미벌 워리어즈(추추몬)🚧,스팅몬,푸치몬(녹),완전체,프리,2000,8,-,-,36시간
프라이미벌 워리어즈(추추몬)🚧,후디에몬,푸치몬(녹),완전체,프리,2000,8,-,-,36시간
프라이미벌 워리어즈(추추몬)🚧,고키몬,푸치몬(녹),완전체,프리,2000,8,-,-,36시간
프라이미벌 워리어즈(추추몬)🚧,다이노몬,그랜쿠가몬,궁극체,프리,5000,20,-,-,48시간
프라이미벌 워리어즈(추추몬)🚧,푸치몬,반쵸스팅몬,궁극체,프리,,,-,-,불명
프라이미벌 워리어즈(추추몬)🚧,주엘비몬,반쵸스팅몬,궁극체,프리,,,-,-,불명
프라이미벌 워리어즈(추추몬)🚧,콩고몬,타이거베스파몬,궁극체,바이러스,5000,20,-,-,48시간
프라이미벌 워리어즈(추추몬)🚧,주엘비몬,타이거베스파몬,궁극체,바이러스,5000,20,-,-,48시간
프라이미벌 워리어즈(추추몬)🚧,푸치몬(녹),타이거베스파몬,궁극체,바이러스,5000,20,-,-,48시간
프라이미벌 워리어즈(추추몬)🚧,그랜쿠가몬,그랑디스쿠가몬,초궁극체,바이러스,,,-,-,불명
프라이미벌 워리어즈(추추몬)🚧,그랜쿠가몬,타이런트캅테리몬,초궁극체,바이러스,,,-,-,불명
프라이미벌 워리어즈(추추몬)🚧,잎새몬,데롱몬,유년기 II,백신,,,-,-,1시간
프라이미벌 워리어즈(추추몬)🚧,잎새몬알,잎새몬,유년기 I,백신,,,-,-,1시간
허밋 인 더 정글(팔몬),시드몬,라라몬,성장기,데이터,,,-,-,1시간
허밋 인 더 정글(팔몬),시드몬,팔몬,성장기,데이터,,,-,-,1시간
허밋 인 더 정글(팔몬),팔몬,니드몬,성숙기,데이터,1300,10,-,-,24시간
허밋 인 더 정글(팔몬),팔몬,베지몬,성숙기,바이러스,600,5,-,-,24시간
허밋 인 더 정글(팔몬),라라몬,베지몬,성숙기,바이러스,600,5,-,-,24시간
허밋 인 더 정글(팔몬),팔몬,스나이몬,성숙기,백신,1300,10,-,-,24시간
허밋 인 더 정글(팔몬),라라몬,스나이몬,성숙기,백신,1300,10,-,-,24시간
허밋 인 더 정글(팔몬),팔몬,파라사우몬,성숙기,바이러스,900,8,-,-,24시간
허밋 인 더 정글(팔몬),라라몬,파라사우몬,성숙기,바이러스,900,8,-,-,24시간
허밋 인 더 정글(팔몬),라라몬,해바라기몬,성숙기,데이터,1300,10,-,-,24시간
허밋 인 더 정글(팔몬),베지몬,라일라몬,완전체,데이터,2000,8,-,-,36시간
허밋 인 더 정글(팔몬),해바라기몬,라일라몬,완전체,데이터,2000,8,-,-,36시간
허밋 인 더 정글(팔몬),니드몬,릴리몬,완전체,데이터,2500,10,-,-,36시간
허밋 인 더 정글(팔몬),파라사우몬,릴리몬,완전체,데이터,2500,10,-,-,36시간
허밋 인 더 정글(팔몬),베지몬,브롯사몬,완전체,데이터,2500,10,-,-,36시간
허밋 인 더 정글(팔몬),해바라기몬,브롯사몬,완전체,데이터,2500,10,-,-,36시간
허밋 인 더 정글(팔몬),스나이몬,브롯사몬,완전체,데이터,2500,10,-,-,36시간
허밋 인 더 정글(팔몬),스나이몬,아라크네몬,완전체,바이러스,2000,8,-,-,36시간
허밋 인 더 정글(팔몬),파라사우몬,아야타라몬,완전체,백신,3000,12,-,-,36시간
허밋 인 더 정글(팔몬),베지몬,아야타라몬,완전체,백신,3000,12,-,-,36시간
허밋 인 더 정글(팔몬),니드몬,주엘비몬,완전체,백신,3000,12,-,-,36시간
허밋 인 더 정글(팔몬),해바라기몬,주엘비몬,완전체,백신,3000,12,-,-,36시간
허밋 인 더 정글(팔몬),스나이몬,주엘비몬,완전체,백신,3000,12,-,-,36시간
허밋 인 더 정글(팔몬),니드몬,트로피아몬,완전체,바이러스,2000,8,-,-,36시간
허밋 인 더 정글(팔몬),파라사우몬,트로피아몬,완전체,바이러스,2000,8,-,-,36시간
허밋 인 더 정글(팔몬),릴리몬,로제몬,궁극체,데이터,4500,10,-,-,48시간
허밋 인 더 정글(팔몬),주엘비몬,로제몬,궁극체,데이터,4500,10,-,-,48시간
허밋 인 더 정글(팔몬),라일라몬,로제몬,궁극체,데이터,4500,10,-,-,48시간
허밋 인 더 정글(팔몬),아라크네몬,로제몬,궁극체,데이터,4500,10,-,-,48시간
허밋 인 더 정글(팔몬),릴리몬,블룸로드몬,궁극체,백신,5000,20,-,-,48시간
허밋 인 더 정글(팔몬),주엘비몬,블룸로드몬,궁극체,백신,5000,20,-,-,48시간
허밋 인 더 정글(팔몬),아야타라몬,블룸로드몬,궁극체,백신,5000,20,-,-,48시간
허밋 인 더 정글(팔몬),아야타라몬,스피노몬,궁극체,바이러스,4500,15,-,-,불명
허밋 인 더 정글(팔몬),트로피아몬,스피노몬,궁극체,바이러스,4500,15,-,-,불명
허밋 인 더 정글(팔몬),브롯사몬,스피노몬,궁극체,바이러스,4500,15,-,-,불명
허밋 인 더 정글(팔몬),트로피아몬,히드라몬,궁극체,바이러스,7000,20,-,-,48시간
허밋 인 더 정글(팔몬),브롯사몬,히드라몬,궁극체,바이러스,7000,20,-,-,48시간
허밋 인 더 정글(팔몬),아라크네몬,히드라몬,궁극체,바이러스,7000,20,-,-,48시간
허밋 인 더 정글(팔몬),라일라몬,히드라몬,궁극체,바이러스,7000,20,-,-,48시간
허밋 인 더 정글(팔몬),로제몬,라플레시몬,초궁극체,데이터,8000,30,-,-,3시간
허밋 인 더 정글(팔몬),로제몬,로제몬: 버스트 모드,초궁극체,데이터,7000,25,-,-,3시간
허밋 인 더 정글(팔몬),유라몬,시드몬,유년기 II,백신,,,-,-,1시간
허밋 인 더 정글(팔몬),유라몬 알,유라몬,유년기 I,백신,,,-,-,1시간
홀리 윙(파닥몬/럭스몬),토코몬,럭스몬,성장기,백신,,,-,-,1시간
홀리 윙(파닥몬/럭스몬),토코몬,파닥몬,성장기,데이터,,,-,-,1시간
홀리 윙(파닥몬/럭스몬),럭스몬,시취에몬,성숙기,백신,900,8,-,-,24시간
홀리 윙(파닥몬/럭스몬),파닥몬,엔젤몬,성숙기,백신,1300,10,-,-,24시간
홀리 윙(파닥몬/럭스몬),럭스몬,엔젤몬,성숙기,백신,1300,10,-,-,24시간
홀리 윙(파닥몬/럭스몬),파닥몬,페가수스몬,성숙기,프리,900,8,-,-,24시간
홀리 윙(파닥몬/럭스몬),파닥몬,피드몬,성숙기,백신,600,5,-,-,24시간
홀리 윙(파닥몬/럭스몬),럭스몬,피드몬,성숙기,백신,600,5,-,-,24시간
홀리 윙(파닥몬/럭스몬),피드몬,만티코어몬,완전체,바이러스,2500,10,-,-,36시간
홀리 윙(파닥몬/럭스몬),시취에몬,만티코어몬,완전체,바이러스,2500,10,-,-,36시간
홀리 윙(파닥몬/럭스몬),엔젤몬,아르케엔젤몬,완전체,백신,3000,12,-,-,36시간
홀리 윙(파닥몬/럭스몬),페가수스몬,아르케엔젤몬,완전체,백신,3000,12,-,-,36시간
홀리 윙(파닥몬/럭스몬),페가수스몬,치린몬,완전체,백신,3000,12,-,-,36시간
홀리 윙(파닥몬/럭스몬),시취에몬,치린몬,완전체,백신,3000,12,-,-,36시간
홀리 윙(파닥몬/럭스몬),엔젤몬,홀리엔젤몬,완전체,백신,3000,12,-,-,36시간
홀리 윙(파닥몬/럭스몬),피드몬,홀리엔젤몬,완전체,백신,3000,12,-,-,36시간
홀리 윙(파닥몬/럭스몬),페가수스몬,히포그리포몬,완전체,데이터,2000,8,-,-,36시간
홀리 윙(파닥몬/럭스몬),피드몬,히포그리포몬,완전체,데이터,2000,8,-,-,36시간
홀리 윙(파닥몬/럭스몬),홀리엔젤몬,도미니몬,궁극체,백신,4500,15,-,-,48시간
홀리 윙(파닥몬/럭스몬),치린몬,도미니몬,궁극체,백신,4500,15,-,-,48시간
홀리 윙(파닥몬/럭스몬),치린몬,샹펑몬,궁극체,백신,5000,20,-,-,48시간
홀리 윙(파닥몬/럭스몬),히포그리포몬,샹펑몬,궁극체,백신,5000,20,-,-,48시간
홀리 윙(파닥몬/럭스몬),홀리엔젤몬,세라피몬,궁극체,백신,5000,20,-,-,48시간
홀리 윙(파닥몬/럭스몬),아르케엔젤몬,세라피몬,궁극체,백신,5000,20,-,-,48시간
홀리 윙(파닥몬/럭스몬),아르케엔젤몬,슬래쉬엔젤몬,궁극체,백신,4500,15,-,-,48시간
홀리 윙(파닥몬/럭스몬),만티코어몬,슬래쉬엔젤몬,궁극체,백신,4500,15,-,-,48시간
홀리 윙(파닥몬/럭스몬),도미니몬,샤카몬,초궁극체,백신,8000,30,-,-,-
홀리 윙(파닥몬/럭스몬),샹펑몬,샤카몬,초궁극체,백신,8000,30,-,-,-
홀리 윙(파닥몬/럭스몬),포요몬,토코몬,유년기 II,백신,,,-,-,1시간
홀리 윙(파닥몬/럭스몬),포요몬 알,포요몬,유년기 I,백신,,,-,-,1시간
